Date,ALRS.ME,VTBR.ME,GAZP.ME,GAZA.ME,LNTA.ME,NVTK.ME,SBER.ME,SNGS.ME,TATN.ME,YNDX.ME
2016-06-01,44.74275207519531,0.059739403426647186,105.27957916259766,440.0,,601.5244750976562,99.15042877197266,29.82840347290039,213.51913452148438,1368.5
2016-06-02,43.985477447509766,0.059389643371105194,104.77027893066406,431.0,,603.1673583984375,99.85994720458984,29.434865951538086,215.17462158203125,1371.0
2016-06-03,44.05488967895508,0.0598093643784523,104.34101867675781,438.0,,597.32568359375,99.32404327392578,29.533248901367188,216.58865356445312,1370.0
2016-06-06,43.73304748535156,0.06077120080590248,106.51644134521484,440.0,,594.3134155273438,101.13555908203125,30.13249969482422,221.31358337402344,1399.5
2016-06-07,45.096153259277344,0.061470724642276764,107.49867248535156,438.0,,615.125,105.64926147460938,30.494739532470703,231.07386779785156,1413.0
2016-06-08,46.11848449707031,0.06295721977949142,106.9166030883789,437.0,,607.8226318359375,105.21147155761719,30.53498649597168,228.65966796875,1451.5
2016-06-09,46.137413024902344,0.063831627368927,105.48329162597656,435.0,,620.6928100585938,105.37753295898438,29.73896598815918,220.31336975097656,1464.0
2016-06-10,44.616539001464844,0.063656747341156,103.63526916503906,435.0,,604.2627563476562,102.20793151855469,29.354368209838867,218.3130645751953,1430.0
2016-06-14,44.1747932434082,0.06208281219005585,103.19872283935547,435.0,,605.7232055664062,97.29277038574219,30.351633071899414,222.10679626464844,1375.5
2016-06-15,43.512168884277344,0.06132207810878754,103.00228881835938,434.0,,597.8733520507812,99.44410705566406,30.2845516204834,223.10704040527344,1408.5
2016-06-16,44.64809799194336,0.06050888076424599,101.49620819091797,422.0,,592.6703491210938,97.3080825805664,30.365049362182617,221.6239776611328,1382.0
2016-06-17,45.234989166259766,0.060333993285894394,101.36524963378906,425.0,,611.1998901367188,98.53305053710938,30.052003860473633,224.21060180664062,1406.0
2016-06-20,46.03013610839844,0.061199672520160675,104.02088165283203,420.0,,608.82666015625,101.15906524658203,30.244300842285156,227.10768127441406,1418.5
2016-06-21,46.137413024902344,0.061365798115730286,104.43559265136719,420.0,,602.072021484375,102.12371826171875,30.17722511291504,222.69313049316406,1375.5
2016-06-22,45.12139892578125,0.060333993285894394,104.0427017211914,416.0,,594.4047241210938,103.21087646484375,29.694242477416992,225.7281036376953,1407.0
2016-06-23,45.0709114074707,0.06077120080590248,104.9157943725586,415.0,,600.702880859375,105.65315246582031,29.904430389404297,227.62501525878906,1428.0
2016-06-24,45.531593322753906,0.06014162302017212,102.76944732666016,415.0,,575.3275146484375,102.1313705444336,30.136974334716797,224.6244659423828,1379.5
2016-06-27,44.1747932434082,0.058585189282894135,100.78319549560547,420.0,,573.59326171875,96.61903381347656,29.42592430114746,217.9681854248047,1291.0
2016-06-28,44.111690521240234,0.05913607031106949,101.30704498291016,420.0,,573.0454711914062,99.19912719726562,29.421451568603516,222.34825134277344,1336.0
2016-06-29,43.85926055908203,0.060071684420108795,101.85999298095703,420.0,,585.915771484375,102.49887084960938,29.73002052307129,226.69383239746094,1372.5
2016-06-30,43.72673416137695,0.05945960059762001,101.50347137451172,432.0,,591.1185913085938,101.82514190673828,29.698715209960938,228.65966796875,1399.0
2016-07-01,43.228187561035156,0.059922248125076294,101.89636993408203,432.0,,588.0151977539062,102.47590637207031,29.479583740234375,228.65966796875,1403.0
2016-07-04,43.85926055908203,0.0599578358232975,103.02411651611328,429.0,,585.55078125,103.05009460449219,29.555606842041016,225.76260375976562,1390.0
2016-07-05,43.922359466552734,0.05961974710226059,102.55117797851562,429.0,,578.7960815429688,100.94469451904297,29.42592430114746,222.10679626464844,1383.0
2016-07-06,43.360713958740234,0.059815485030412674,101.85272216796875,428.0,,576.8792724609375,99.03834533691406,28.746173858642578,221.52052307128906,1372.0
2016-07-07,42.67915344238281,0.060545049607753754,102.12918853759766,414.0,,584.1815185546875,100.90641784667969,28.57623863220215,224.49136352539062,1390.0
2016-07-08,42.62867736816406,0.060669608414173126,102.05643463134766,402.0,,582.8123168945312,102.90463256835938,28.62095832824707,222.67027282714844,1413.0
2016-07-11,42.824310302734375,0.06129240617156029,102.87859344482422,399.0,,587.1024780273438,105.04066467285156,28.90716552734375,227.0265350341797,1407.0
2016-07-12,43.65731430053711,0.06143476068973541,103.40243530273438,400.0,,602.2547607421875,107.49058532714844,28.96977424621582,233.0610809326172,1473.0
2016-07-13,44.93207550048828,0.06005570665001869,104.47925567626953,402.0,,602.8936157226562,106.72498321533203,28.929527282714844,225.70541381835938,1403.0
2016-07-14,44.799556732177734,0.060936518013477325,104.9157943725586,394.0,,593.4918212890625,107.18434143066406,30.036766052246094,227.09799194335938,1391.0
2016-07-15,45.83988952636719,0.06078527122735977,107.2221908569336,390.0,,594.7698364257812,105.7450180053711,30.027658462524414,232.5254669189453,1375.0
2016-07-18,44.86457443237305,0.06116785109043121,106.10900115966797,400.0,,591.6663208007812,107.1307601928711,29.763376235961914,233.0610809326172,1354.0
2016-07-19,46.05445861816406,0.06014467403292656,107.28585815429688,398.0,,588.8367309570312,106.7785873413086,28.888521194458008,230.66868591308594,1345.5
2016-07-20,45.51478576660156,0.0595218762755394,107.11663818359375,415.0,,590.4798583984375,106.08953857421875,28.806503295898438,226.5980682373047,1360.0
2016-07-21,45.51478576660156,0.060135774314403534,107.76276397705078,424.0,,596.504150390625,106.03595733642578,29.12546157836914,229.0261993408203,1376.0
2016-07-22,45.52128219604492,0.059708718210458755,108.14734649658203,424.0,,589.5669555664062,105.5000228881836,29.36695671081543,227.81214904785156,1387.5
2016-07-25,45.703346252441406,0.060447175055742264,108.22425842285156,424.0,,586.7373046875,104.12194061279297,29.14368438720703,230.66868591308594,1379.5
2016-07-26,45.826881408691406,0.060242537409067154,108.2165756225586,424.0,,597.8733520507812,103.9305419921875,28.806503295898438,226.88372802734375,1404.0
2016-07-27,45.96992874145508,0.06094542145729065,107.3012466430664,424.0,,598.2384643554688,104.81098937988281,29.02977180480957,228.3834228515625,1419.0
2016-07-28,46.555118560791016,0.0606607161462307,107.60891723632812,424.0,,596.230224609375,104.77271270751953,28.924970626831055,229.20474243164062,1485.5
2016-07-29,46.32754898071289,0.05997563526034355,105.60904693603516,420.0,,591.5750732421875,106.53358459472656,28.437421798706055,226.7052001953125,1442.0
2016-08-01,46.125980377197266,0.059539664536714554,105.3244400024414,423.0,,597.6906127929688,106.05126953125,28.013662338256836,229.1689910888672,1439.0
2016-08-02,46.09347152709961,0.05977988988161087,103.455322265625,423.0,,585.0943603515625,103.40227508544922,27.553451538085938,224.5627899169922,1416.0
2016-08-03,46.8087043762207,0.059753209352493286,103.10148620605469,417.0,,588.745361328125,103.91522979736328,27.608129501342773,224.277099609375,1409.0
2016-08-04,47.452415466308594,0.06085645407438278,105.14752197265625,421.0,,595.5001220703125,104.99472045898438,27.886077880859375,234.23941040039062,1417.0
2016-08-05,47.79051971435547,0.06016246974468231,104.22450256347656,421.0,,590.8447875976562,106.1814193725586,27.922531127929688,234.59649658203125,1429.0
2016-08-08,48.245662689208984,0.060545049607753754,105.73979949951172,420.0,,591.5750732421875,106.76327514648438,27.881521224975586,235.66773986816406,1420.0
2016-08-09,48.23917007446289,0.06018916144967079,105.63980102539062,423.0,,595.2261352539062,106.57186889648438,28.223262786865234,233.34674072265625,1447.0
2016-08-10,48.10912322998047,0.060233648866415024,105.68595886230469,426.0,,586.372314453125,105.8828353881836,27.70381736755371,232.31124877929688,1447.0
2016-08-11,47.595455169677734,0.06029592454433441,105.5244369506836,440.0,,587.3762817382812,106.95466613769531,27.886077880859375,233.168212890625,1485.0
2016-08-12,47.725502014160156,0.06050056591629982,106.01670837402344,439.0,,593.6744995117188,106.76327514648438,27.9316463470459,237.0960235595703,1506.0
2016-08-15,47.94007110595703,0.05996673181653023,106.1474609375,438.0,,600.976806640625,106.80154418945312,27.804059982299805,237.52447509765625,1498.0
2016-08-16,48.115631103515625,0.0592549629509449,106.13978576660156,446.0,,609.739501953125,105.7297134399414,27.804059982299805,241.27374267578125,1491.0
2016-08-17,49.41604995727539,0.059610847383737564,105.90132141113281,444.0,,614.0296020507812,105.99002075195312,27.90430450439453,238.95278930664062,1456.0
2016-08-18,49.0194206237793,0.059610847383737564,106.45513916015625,450.0,,620.6016235351562,104.8875503540039,27.82228660583496,239.23843383789062,1451.0
2016-08-19,48.53826141357422,0.059610847383737564,105.22444915771484,446.0,,620.7840576171875,103.96882629394531,27.67647933959961,232.5254669189453,1445.5
2016-08-22,49.058433532714844,0.059610847383737564,105.99364471435547,448.0,,628.5428466796875,105.17081451416016,27.886077880859375,237.06033325195312,1441.0
2016-08-23,49.07794189453125,0.06004680320620537,105.66287231445312,450.0,,635.2974243164062,107.45231628417969,27.681034088134766,234.38229370117188,1449.0
2016-08-24,48.94139099121094,0.059788789600133896,105.37828826904297,450.0,,636.6666870117188,106.80154418945312,27.57623291015625,233.23965454101562,1453.0
